Date,Adoption_Rate,Retention_Rate,Revenue_Growth,Churn_Rate
2023-05-03,500,90.65809942572773,144.9608078009507,7.8660193385054065
2023-05-04,500,92.47427746441733,145.59818091094064,8.528023394530086
2023-05-05,500,93.17423394415539,147.47415127413402,7.146599103286059
2023-05-06,500,91.61264383439674,148.17937922051246,7.993185914379713
2023-05-07,500,91.6669154795228,150.10473525124365,8.032351209415811
2023-05-08,500,89.93967705634812,151.2737439106806,8.257434836039353
2023-05-09,500,91.2731659508103,152.05144330393853,7.0763221834413335
2023-05-10,500,91.58651302186405,153.36429472500606,8.266814764529013
2023-05-11,500,90.39845344311036,155.17371347882067,8.67520789847414
2023-05-12,500,90.47807182489643,156.772050808435,7.2384870968613635
2023-05-13,500,90.88276302604487,158.48189253022719,7.376185550946657
2023-05-14,500,89.42643863726474,159.97006758029326,8.865867111160203
2023-05-15,500,90.60699798101403,161.50848242707005,7.307008850473925
2023-05-16,500,90.13700081919497,163.28227590441801,8.675803153772126
2023-05-17,500,90.57372567244792,164.1567779177068,7.973566701907059
2023-05-18,500,89.71531226354074,165.3909153631715,7.505451159795365
2023-05-19,500,92.7709003317508,166.22272952590092,8.774466835512056
2023-05-20,500,91.55568849553488,168.20423153789588,7.945555564950386
2023-05-21,500,91.87025543042412,170.1203205474258,8.106557784782456
2023-05-22,500,92.28305858080297,170.67946076447856,7.81736783770063
2023-05-23,500,91.09266989461733,172.2378235232521,8.306780823748975
2023-05-24,500,89.41910972377826,174.1256959993756,7.469904888027187
2023-05-25,500,91.19238221123024,174.8965590170666,7.9469982381386854
2023-05-26,500,91.36384798856703,176.24847686289556,9.125637831483761
2023-05-27,500,91.97076888574831,178.12170930927763,7.725058074193463
2023-05-28,500,90.68817664645718,178.67262827715632,8.544242559851813
2023-05-29,500,89.44438714524819,180.21875867802657,7.903127381196644
2023-05-30,500,90.0416970297883,181.1647821890854,8.821671526098477
2023-05-31,500,90.33145006471541,183.0513764821502,7.558450618139997
2023-06-01,500,91.43531731697476,185.00796384989826,9.25832340883841
2023-06-02,500,91.10728904285148,186.9243635835684,8.24823842342662
2023-06-03,500,90.22109020029468,188.1356849085546,7.834738289330291
2023-06-04,500,92.71529176440269,189.92874888503857,7.53160887927541
2023-06-05,500,91.1648575191858,191.69557298284118,7.746109216768488
2023-06-06,500,89.66319288122969,192.67422369270608,8.468119325683464
2023-06-07,500,89.0939430772948,194.4175969039321,8.124555803412024
2023-06-08,500,89.27077721607799,194.97310835600533,9.130294204292692
2023-06-09,500,89.61569904540616,196.3675131737284,8.356280541829106
2023-06-10,500,89.24712109743383,197.21252642965996,8.013912061658775
2023-06-11,500,89.32319117312831,197.89337675832587,8.772751511669599
2023-06-12,500,89.68983122422594,198.5088065607697,8.973993994210453
2023-06-13,500,89.21547240315704,200.0,7.916501398219482
2023-06-14,500,92.0815671930112,200.0,7.939634036972239
2023-06-15,500,88.78796794967953,200.0,7.699716480240713
2023-06-16,500,90.53760599784145,200.0,9.12115567848293
2023-06-17,500,90.05367522004656,200.0,8.997938725573281
2023-06-18,500,92.3141298522498,200.0,8.64156944380732
2023-06-19,500,88.80529846581507,200.0,9.40262661222411
2023-06-20,500,89.9210927258533,200.0,9.347604042163844
2023-06-21,500,92.18007953529927,200.0,8.928950487035264
2023-06-22,500,91.73675377830119,200.0,9.516762341246299
2023-06-23,500,91.51554103104986,200.0,8.213880222271339
2023-06-24,500,89.25139152795998,200.0,8.048015062971281
2023-06-25,500,88.87585804186796,200.0,8.385653069187827
2023-06-26,500,90.83940804453289,200.0,7.9823055803104985
2023-06-27,500,91.85486659387298,200.0,8.952448946111954
2023-06-28,500,90.33694168194583,200.0,9.785299296677834
2023-06-29,500,90.36886834029718,200.0,8.012753015402954
2023-06-30,500,89.17486142958619,200.0,8.20026378406401
2023-07-01,500,91.10544426024028,200.0,8.882420034588849
2023-07-02,500,88.7481749942301,200.0,9.86775003505581
2023-07-03,500,89.26724441814444,200.0,8.654290231931522
2023-07-04,500,89.64680069952061,200.0,9.058425661332828
2023-07-05,500,89.94802393232024,200.0,8.14907978403485
2023-07-06,500,88.85974881977022,200.0,8.384598489836264
2023-07-07,500,88.32198466159417,200.0,10.083150355807803
2023-07-08,500,90.27764500493136,200.0,10.062105524740222
2023-07-09,500,88.96221452065333,200.0,8.163726115714972
2023-07-10,500,90.10517266591023,200.0,10.079447746670652
2023-07-11,500,88.37019811384407,200.0,9.476042073433199
2023-07-12,500,89.649835132694,200.0,9.955616808820263
2023-07-13,500,89.82815992800855,200.0,9.151237953025959
2023-07-14,500,87.87762381761937,200.0,9.294928320894764
2023-07-15,500,88.98927425563282,200.0,9.263407446228127
2023-07-16,500,88.15304332314051,200.0,9.641420822784518
2023-07-17,500,87.84141196980316,200.0,8.608972839182956
2023-07-18,500,91.52028048999934,200.0,8.411595531393708
2023-07-19,500,88.82238241286593,200.0,8.989486256808757
2023-07-20,500,90.74499228891305,200.0,9.80496592107769
2023-07-21,500,88.49658459707705,200.0,8.821289321828315
2023-07-22,500,90.17656033944516,200.0,9.786425306210274
2023-07-23,500,90.46398836263566,200.0,10.401362553753003
2023-07-24,500,89.77815935803577,200.0,8.67131791509532
2023-07-25,500,89.2544366223325,200.0,9.850698741944758
2023-07-26,500,88.98802299724842,200.0,9.414972966081672
2023-07-27,500,88.7086598793588,200.0,10.285735058205562
2023-07-28,500,91.0038308627056,200.0,8.925728150323344
2023-07-29,500,90.58071938939267,200.0,9.978658497858923
2023-07-30,500,91.09087687343528,200.0,10.291615194680837
2023-07-31,500,87.70048559723888,200.0,10.526591076310686
2023-08-01,500,90.09929407663876,200.0,10.025836715919953
2023-08-02,500,90.9017134756358,200.0,9.675668209335537
2023-08-03,500,87.84581138554177,200.0,9.938991183699132
2023-08-04,500,87.3593916628737,200.0,10.463084694232162
2023-08-05,500,90.03041666309431,200.0,9.888472240530408
2023-08-06,500,89.33635399118118,200.0,8.830004888624444
2023-08-07,500,90.3783041180221,200.0,10.653106182222748
2023-08-08,500,87.54260599002164,200.0,10.192240315249936
2023-08-09,500,90.13711320348352,200.0,10.188191606719329
2023-08-10,500,87.73508070876241,200.0,9.288493161938291
2023-08-11,500,87.55572267256173,200.0,10.196891819586194
2023-08-12,500,87.53068956535036,200.0,9.688827712407218
2023-08-13,500,90.10445272707936,200.0,10.225542877159908
2023-08-14,500,89.47947020146611,200.0,9.158241005670927
2023-08-15,500,88.88347049028526,200.0,10.28272357623904
2023-08-16,500,88.19905820023027,200.0,10.987838440552322
2023-08-17,500,90.24506589951616,200.0,9.107413088710123
2023-08-18,500,88.27857163848175,200.0,10.987315401409667
2023-08-19,500,89.947716439205,200.0,9.868760976390796
2023-08-20,500,88.41038578812703,200.0,10.818429977597596
2023-08-21,500,88.13415134407325,200.0,10.663672067017645
2023-08-22,500,88.44962024157952,200.0,10.254911642852456
2023-08-23,500,87.77694006808514,200.0,10.619755561359796
2023-08-24,500,89.53439356466104,200.0,10.92186628743786
2023-08-25,500,88.52736507685343,200.0,9.995093830115252
2023-08-26,500,87.41786176959826,200.0,9.862857531917685
2023-08-27,500,90.05983675463673,200.0,10.5659560018964
2023-08-28,500,87.96963081955877,200.0,10.86843913662977
2023-08-29,500,88.58080485104935,200.0,10.799295544278507
2023-08-30,500,90.00500932297906,200.0,10.892330594420567
2023-08-31,500,88.84860033530433,200.0,10.189847948307186
2023-09-01,500,86.79176798700928,200.0,10.976327773009384
2023-09-02,500,90.0560317911572,200.0,9.60305547337858
2023-09-03,500,88.78006298151645,200.0,10.473593580537084
2023-09-04,500,87.58138070038659,200.0,9.41811072758965
2023-09-05,500,86.77137400493926,200.0,10.07774308837197
2023-09-06,500,89.36291394389437,200.0,10.183472520292247
2023-09-07,500,88.63963168305472,200.0,10.264872855745983
2023-09-08,500,88.26571249977341,200.0,10.88543990788522
2023-09-09,500,89.67996593659943,200.0,10.29359971902421
2023-09-10,500,89.2313119218212,200.0,10.435848783706602
2023-09-11,500,86.65615006838156,200.0,10.035527822188216
2023-09-12,500,87.2688662931602,200.0,10.328921165676263
2023-09-13,500,86.98846205376336,200.0,10.058934858921909
2023-09-14,500,88.94281813732367,200.0,9.772765473910514
2023-09-15,500,86.07369017850355,200.0,10.855248835114406
2023-09-16,500,88.19164665157318,200.0,11.006755267439704
2023-09-17,500,88.93445012757815,200.0,10.931288384326923
2023-09-18,500,89.36420540418986,200.0,10.641273801886861
2023-09-19,500,87.19799732453397,200.0,10.495835296622197
2023-09-20,500,89.08722702088585,200.0,11.48490905738541
2023-09-21,500,86.2172522225461,200.0,10.818383350492217
2023-09-22,500,89.13306191419082,200.0,10.760561557457265
2023-09-23,500,86.22973486910814,200.0,9.875459955788696
2023-09-24,500,87.28145685454916,200.0,10.528649501406159
2023-09-25,500,88.85401662795338,200.0,10.628523105703582
2023-09-26,500,86.23703234675774,200.0,10.68775545190369
2023-09-27,500,86.52689569082068,200.0,11.072432650542577
2023-09-28,500,88.47142785598984,200.0,11.00127102751969
2023-09-29,500,88.43509120112935,200.0,11.171854141630845
2023-09-30,500,88.09206305901371,200.0,11.507788501106235
2023-10-01,500,88.2757937778684,200.0,11.625971477432188
2023-10-02,500,87.64342524591785,200.0,11.458224174431011
2023-10-03,500,86.45225118068277,200.0,11.955003435865914
2023-10-04,500,86.8003663915981,200.0,10.102399231286789
2023-10-05,500,86.1165007573156,200.0,10.47946805927918
2023-10-06,500,88.99643960797187,200.0,10.125015859846394
2023-10-07,500,87.66873201422932,200.0,11.426817560177337
2023-10-08,500,86.91109797474687,200.0,11.949907251746128
2023-10-09,500,87.12824299479631,200.0,10.662788768976775
2023-10-10,500,89.04188061119451,200.0,12.05187128739481
2023-10-11,500,85.83868033773905,200.0,10.340315000359341
2023-10-12,500,87.5427215258694,200.0,12.11063029536927
2023-10-13,500,87.19388438586753,200.0,10.966981638215533
2023-10-14,500,87.58867408459572,200.0,10.48855594261272
2023-10-15,500,85.18782535066798,200.0,11.27943582606496
2023-10-16,500,88.57640772368869,200.0,10.843223465111347
2023-10-17,500,88.788912690374,200.0,10.921394155572198
2023-10-18,500,87.29349976732387,200.0,10.988206303478947
2023-10-19,500,87.79209780100209,200.0,12.001656191269722
2023-10-20,500,88.66801950273117,200.0,11.495904970932926
2023-10-21,500,87.77950398780304,200.0,11.062175837872447
2023-10-22,500,85.53323309473396,200.0,11.682206028160298
2023-10-23,500,87.20075783627165,200.0,11.915817831962872
2023-10-24,500,87.2949920536633,200.0,11.050742506961575
2023-10-25,500,86.53718202586889,200.0,11.354570730523232
2023-10-26,500,87.75896375568571,200.0,10.793222736124447
2023-10-27,500,88.52318234479036,200.0,10.933727270497933
2023-10-28,500,88.46051580986885,200.0,11.95564230133656
2023-10-29,500,86.53412671638576,200.0,10.97826131077587
2023-10-30,500,85.15624888665972,200.0,11.687689404696759
2023-10-31,500,88.61518897167352,200.0,12.077433182785526
2023-11-01,500,88.00394399413538,200.0,10.89507252750817
2023-11-02,500,85.11952984569218,200.0,11.837921142554512
2023-11-03,500,88.2767741238761,200.0,11.238400292677454
2023-11-04,500,88.04551951418259,200.0,12.673106497727908
2023-11-05,500,86.61381376696582,200.0,11.73632206267062
2023-11-06,500,86.87609075396873,200.0,12.403193890759109
2023-11-07,500,86.07952729899701,200.0,11.913639897499337
2023-11-08,500,84.67509051133209,200.0,10.921989900874474
2023-11-09,500,85.76936039515503,200.0,12.123445608330902
2023-11-10,500,87.61251269549095,200.0,12.781927563534193
2023-11-11,500,84.3921544656448,200.0,12.104322541391564
2023-11-12,500,85.68015053291842,200.0,12.561454641930503
2023-11-13,500,85.91135609304509,200.0,12.71346787175176
2023-11-14,500,86.44079120296048,200.0,11.423192510930832
2023-11-15,500,87.9431587293873,200.0,11.413100668827443
2023-11-16,500,85.62164771372758,200.0,12.232950988690995
2023-11-17,500,85.59660401637612,200.0,11.855023972580442
2023-11-18,500,87.13132367375768,200.0,12.734667660678495
2023-11-19,500,85.96271791740539,200.0,12.876969323719099
2023-11-20,500,85.02479291813354,200.0,11.805743857506535
2023-11-21,500,85.90865916343186,200.0,11.594620238828085
2023-11-22,500,84.63485665294778,200.0,12.703908173344866
2023-11-23,500,84.74950398998094,200.0,11.714447235931436
2023-11-24,500,86.00995460744144,200.0,12.832041823840543
2023-11-25,500,85.66471278702919,200.0,12.056267716088733
2023-11-26,500,87.62092206581087,200.0,12.565869029352173
2023-11-27,500,85.38364153053246,200.0,11.44381788041659
2023-11-28,500,86.22894680770557,200.0,12.522443924078422
2023-11-29,500,86.408178030799,200.0,12.200238654177756
2023-11-30,500,83.90402617800169,200.0,12.491898245032267
2023-12-01,500,86.47832531224267,200.0,11.676687756149068
2023-12-02,500,84.5088471641823,200.0,12.836384852525727
2023-12-03,500,87.6135120391086,200.0,13.110209539701842
2023-12-04,500,84.3364091527707,200.0,11.840073006774958
2023-12-05,500,85.37278220919382,200.0,11.620000539611752
2023-12-06,500,84.02821185912777,200.0,11.497826622642123
2023-12-07,500,87.64683766672445,200.0,12.756470473414007
2023-12-08,500,85.6406481731931,200.0,12.708693566683058
2023-12-09,500,85.98593567367578,200.0,12.609878341911658
2023-12-10,500,83.84522898647678,200.0,12.002355730693491
2023-12-11,500,86.54929243104726,200.0,12.342251552250591
2023-12-12,500,84.36160039436035,200.0,12.77137025278993
2023-12-13,500,87.08672265226835,200.0,12.597929322113945
2023-12-14,500,84.28759152896099,200.0,13.601944666803401
2023-12-15,500,84.20231132221511,200.0,11.921231153465115
2023-12-16,500,83.5582865834803,200.0,13.060618778424859
2023-12-17,500,85.27288316505539,200.0,12.500945228516278
2023-12-18,500,85.61650739019333,200.0,12.570684944136945
2023-12-19,500,83.59250488738374,200.0,13.17145926758009
2023-12-20,500,86.40430826897786,200.0,13.143114060890499
2023-12-21,500,85.08788061371737,200.0,13.762731767624157
2023-12-22,500,85.34481382456306,200.0,12.058986381106052
2023-12-23,500,84.98283120753314,200.0,12.032395122944157
2023-12-24,500,84.795359935809,200.0,13.294831480411329
2023-12-25,500,85.40339649006803,200.0,13.024905702144686
2023-12-26,500,83.7583236210855,200.0,12.438431223229502
2023-12-27,500,83.83760263187119,200.0,12.070926650065886
2023-12-28,500,86.52956006647165,200.0,12.105382433258795
2023-12-29,500,86.83940690347958,200.0,13.744425705372192
2023-12-30,500,84.52070979259153,200.0,12.361756627459464
2023-12-31,500,84.08297869257422,200.0,12.646743124231042
